,genre,artists
15226,progressive-house,Marshmello;Southside;Giggs;SAINt JHN
15227,punk,Sputnik
15228,mpb,Lamparina
15229,punk,Herra Ylppö;Yeboyah
15230,mpb,Julio Secchin;Rebeca
15231,opera,Pietro Mascagni;National Philharmonic Orchestra;Gianandrea Gavazzeni
15232,bluegrass,Della Mae;Avril Smith;Alison Brown
15233,brazil,Olívia Ferreira
15234,new-age,Coyote Oldman
15235,punk,Перемотка
15236,punk,Dochi Sadega
15237,punk,Hidden Message
15238,opera,Giuseppe Verdi;Wiener Philharmoniker;Carlo Rizzi
15239,brazil,Yung Buda;Sem dó
15240,progressive-house,Dimitri Vegas & Like Mike;Like Mike
15241,progressive-house,deadmau5;Kaskade
15242,progressive-house,Austin Leeds;Mizzo
15243,opera,Andrea Bocelli;Dua Lipa
15244,progressive-house,Swedish House Mafia;The Weeknd;Moojo
15245,brazil,Major RD;Raffé
15246,punk,Hoolahoop
15247,punk,Green Day;John Gallagher Jr.;Rebecca Naomi Jones;Stark Sands;The American Idiot Broadway Company
15248,breakbeat,Dub Pistols;TK
15249,new-age,Cusco
15250,bluegrass,Mike Barnett;Bryan Sutton
15251,brazil,Sant;Mc Marechal
15252,punk,Lebanon Hanover
15253,new-age,Clannad;Bono
15254,mpb,Liniker
15255,bluegrass,Darrell Scott
15256,brazil,Yung Buda;AKA AFK
15257,progressive-house,Mike Williams;Brezy
15258,opera,Charles Gounod;Yo-Yo Ma
15259,opera,Rolando Villazón;Wiener Sängerknaben;Schubert Akademie;Gerald Wirth
15260,progressive-house,Cubicolor
15261,new-age,Dean Evenson;Scott Huckabay;Phil Heaven
15262,brazil,Sid;Pedro Senna;Ugo Ludovico
15263,breakbeat,Mekon;Roxanne Shante
15264,new-age,Karen Marie Garrett;Nancy Rumble;Emil Miland
15265,mpb,Luana Berti
15266,progressive-house,Steve Angello;Laidback Luke;Robin S
15267,brazil,Don L;Diomedes Chinaski
15268,new-age,Sayama
15269,mpb,MULAMBA
15270,punk,Shit Present
15271,punk-rock,Luxtorpeda
15272,brazil,Bidê ou Balde;Renato Borghetti
15273,opera,Giacomo Puccini;Luciano Pavarotti;Rolando Panerai;Nicolai Ghiaurov;Gianni Maffeo;Berliner Philharmoniker;Herbert von Karajan
15274,punk,Busted
15275,brazil,Irmã Kelly Patrícia;Padre Marcelo Rossi;Padre Fábio De Melo;Padre Reginaldo Manzotti;Padre Omar;Padre Juarez de Castro;Padre Gleuson Gomes
15276,mpb,Julio Secchin
15277,blues,Elle King;Miranda Lambert
15278,punk-rock,The Maine;renforshort
15279,bluegrass,Michael Cleveland
15280,opera,Andrea Bocelli;Orchestra Sinfonica di Milano Giuseppe Verdi;Steven Mercurio
15281,progressive-house,Bingo Players;Felguk;Fafaq
15282,brazil,Sant;Onni;Angola;Guizo
15283,progressive-house,Bassjackers;Luciana
15284,new-age,Laurie Z.
15285,brazil,Oriente
15286,bluegrass,The Show Ponies
15287,opera,Georges Bizet;Katia Labèque;Marielle Labèque
15288,progressive-house,Otto Knows;Alex Aris
15289,brazil,Sagaz
15290,bluegrass,The Way Down Wanderers
15291,progressive-house,Lane 8;Channy Leaneagh;Sultan + Shepard
15292,bluegrass,Doc & Merle Watson
15293,progressive-house,Denzal Park;Wizard Sleeve
15294,bluegrass,Bruce Molsky
15295,new-age,Will Ackerman;Charlie Bisharat;Noah Wilding;Tom Eaton
15296,mpb,Johnny Hooker;Gaby Amarantos
15297,new-age,James Todd
15298,new-age,Jim Brickman;Laura Creamer
15299,mpb,Fagner;JB FM
15300,new-age,Michael Hoppé;Martin Tillman
15301,brazil,Cidadão Quem
15302,progressive-house,DVBBS;Galantis;Cody Simpson
15303,punk,Desmod
15304,opera,Mario Frangoulis;Daniel May
15305,new-age,Jim Brickman;Rebecca Lynn Howard
15306,progressive-house,Kaskade;WILL K
15307,mpb,Luísa e os Alquimistas;Rafa Pinta;MangoLab
15308,mpb,Fernanda Takai
15309,brazil,Kamau
15310,punk,MOD SUN;Machine Gun Kelly;Goody Grace
15311,new-age,Dagda
15312,brazil,Don L;Fabriccio
15313,brazil,Fabio Brazza
15314,bluegrass,The Carter Family;Johnny Cash
15315,progressive-house,Firebeatz;Schella
15316,punk,Fiersa Besari;Vica
15317,bluegrass,The Seldom Scene
15318,mpb,Roupa Nova;Daniel
15319,new-age,John Tesh;James Ingram
15320,opera,Andrea Bocelli;Ed Sheeran
15321,mpb,Luísa e os Alquimistas;Luê
15322,opera,Andrea Bocelli;Ellie Goulding
15323,progressive-house,Kura;PEACE MAKER!
15324,progressive-house,Marsh
15325,new-age,Queen Latifah;Monie Love
15326,new-age,Andreas Vollenweider;Walter Keiser;Pedro Haldemann;Jon Otis
15327,progressive-house,Braxton;Jody Wisternoff;James Grant
15328,progressive-house,Curbi;Jess Ball
15329,opera,RyanDan
15330,punk,LETTER FOR ME
15331,progressive-house,KSHMR;7 Skies
15332,punk,Gerap Gurita
15333,bluegrass,Old Crow Medicine Show;David Rawlings
15334,new-age,Kitaro
15335,mpb,Nossa Toca;Giba Moojen;Fabinho K;Allan Furtado;Vitor Kley;Pedro Schin;Victor Pradella;Hana Pickler
15336,opera,Il Divo;Céline Dion
15337,new-age,George Davidson
15338,brazil,Liu;JØRD
15339,progressive-house,Simon Doty
15340,punk-rock,El Bordo;Facundo Soto
15341,psych-rock,Black Mountain
15342,bluegrass,Earl Scruggs
15343,psych-rock,Mengers
15344,mpb,Johnny Hooker
15345,psych-rock,Mothership
15346,opera,Giacomo Puccini;Rolando Panerai;Gianni Maffeo;Luciano Pavarotti;Mirella Freni;Schöneberger Sängerknaben;Chor der Deutschen Oper Berlin;Berliner Philharmoniker;Herbert von Karajan
15347,punk,Spitfire
15348,mpb,Nando Reis;ANAVITÓRIA
15349,breakbeat,Freestylers;Belle Humble;Flux Pavilion
15350,psych-rock,Motorpsycho
15351,psych-rock,Parquet Courts
15352,psych-rock,The Gun Club
15353,mpb,Zé Ramalho;Geraldo Azevedo
15354,punk-rock,Vulgaires Machins
15355,psych-rock,Mike Ness;Brian Setzer
15356,bluegrass,Watkins Family Hour;Sara Watkins;Sean Watkins
15357,new-age,Andreas Vollenweider;Walter Keiser
15358,punk,Rebellion Rose;Havinhell
15359,bluegrass,Dwight McCall
15360,mpb,Tulipa Ruiz;Negro Leo
15361,bluegrass,Lester Flatt;Earl Scruggs;The Foggy Mountain Boys
15362,punk-rock,Rybičky 48;Bára Zemanová;Pokáč
15363,punk-rock,Captaine Révolte
15364,mpb,Saulo Duarte e a Unidade;Saulo Duarte;Klaus Sena;João Leão;Beto Gibbs
15365,opera,Giacomo Puccini;Michel Sénéchal;Rolando Panerai;Luciano Pavarotti;Nicolai Ghiaurov;Gianni Maffeo;Berliner Philharmoniker;Herbert von Karajan
15366,brazil,Yung Buda;brTT;NIKITO
15367,progressive-house,Grum;Natalie Shay
15368,progressive-house,twoloud
15369,punk-rock,Pappo's Blues
15370,psych-rock,The Beatles;Billy Preston
15371,punk-rock,Sektor Gaza
15372,new-age,Scott Cossu
15373,new-age,Jim Brickman;Lady A
15374,psych-rock,Horisont
15375,punk,Le Tigre
15376,new-age,Andreas Vollenweider;Walter Keiser;Pedro Haldemann;Christoph Stiefel;Matthias Ziegler;Steve Gorn
15377,progressive-house,Grum;Sarah Appel
15378,punk-rock,Señor Kino
15379,punk-rock,Rogers
15380,psych-rock,Tess Parks
15381,mpb,Anna Luisa
15382,punk,Metro Station
15383,breakbeat,Far Too Loud
15384,breakbeat,Keith Mackenzie;DJ Fixx
15385,mpb,Mateus Aleluia;Fabiana Aleluia
15386,mpb,Preta Gil;Ana Carolina
15387,psych-rock,Savoy Brown
15388,psych-rock,Courting
15389,mpb,Pedro Luís;Batman Zavareze;Jade Baraldo
15390,punk-rock,TERREVIENTO
15391,psych-rock,Graveyard
15392,psych-rock,The Avalanches;Perry Farrell
15393,opera,Adolphe Adam;Luciano Pavarotti;National Philharmonic Orchestra;Kurt Herbert Adler
15394,progressive-house,Grum
15395,breakbeat,Bassnectar;W. Darling
15396,bluegrass,The String Cheese Incident
15397,new-age,Mike Oldfield;Joe Hisaishi;New Japan Philharmonic World Dream Orchestra
15398,bluegrass,Kenny & Amanda Smith Band
15399,opera,Richard Wagner;London Symphony Orchestra;Yondani Butt
15400,mpb,Rubel;Adriana Calcanhotto
15401,bluegrass,Claire Lynch
15402,mpb,João Mar
15403,progressive-house,Tujamo;VINNE;Murotani
15404,brazil,BK;Goribeatzz
15405,new-age,Barbara Higbie
15406,mpb,Ednardo;Amelinha;Belchior
15407,opera,Malena Ernman
15408,progressive-house,Dannic;Parah Dice
15409,progressive-house,Eelke Kleijn;Ost;Nora En Pure
15410,blues,Raphael Lake;Aaron Levy;Daniel Ryan Murphy
15411,progressive-house,Curbi;Helen
15412,new-age,Dean Evenson;Li Xiangting;Phil Heaven
15413,bluegrass,Paul Williams;The Victory Trio
15414,new-age,Enigma;Anggun
15415,opera,Josh Groban;Kelly Clarkson
15416,mpb,Roupa Nova;Ed Motta
15417,bluegrass,Scott Nygaard
15418,opera,Emma Kirkby;David Thomas;Anthony Rooley;Trevor Jones
15419,brazil,LEALL;Tarcis
15420,bluegrass,Phoebe Hunt;The Gatherers
15421,new-age,Peter Sterling
15422,progressive-house,Dimitri Vegas & Like Mike;Azteck;Angemi
15423,progressive-house,Lush & Simon;XOV
15424,blues,All Good Things
15425,progressive-house,Julian Calor;Ava Silver
15426,punk-rock,Iné Kafe
15427,bluegrass,NewTown
15428,progressive-house,Sick Individuals;Nevve
15429,brazil,Natiruts;Toni Garrido
15430,bluegrass,Mike Barnett;David Grisman
15431,bluegrass,Nashville Country Chorale
15432,opera,Luciano Pavarotti;Bryan Adams
15433,bluegrass,The Steel Wheels
15434,new-age,Enigma;Aquilo
15435,punk-rock,Rybičky 48;Marek Ztraceny
15436,opera,Giacomo Puccini;Freddie De Tommaso;Apollo Voices;Philharmonia Orchestra;Paolo Arrivabeni
15437,opera,Sarah Brightman;Vincent Niclo
15438,bluegrass,I'm With Her
15439,breakbeat,Evil Nine;Toastie Taylor
15440,progressive-house,JODA;PROFF
15441,bluegrass,Lester Flatt;Earl Scruggs;Doc Watson
15442,punk-rock,Rumatera
15443,punk-rock,Coma;Iza Lach
15444,bluegrass,The Po' Ramblin' Boys;Bronwyn Keith-Hynes;Jason Carter
15445,new-age,Emile Pandolfi;The City of Prague Philharmonic Orchestra
15446,brazil,Don L;Flora Matos
15447,opera,Andrea Bocelli;Matteo Bocelli
15448,brazil,Cidade Negra;Lulu Santos
15449,brazil,Haikaiss;1Kilo
15450,new-age,Nicholas Gunn;Diana Miro
15451,progressive-house,Nox Vahn;Joseph Ray
15452,progressive-house,Braxton;Jody Wisternoff;James Grant;Ezequiel Arias
15453,progressive-house,Tom Swoon;Mosimann;Ilang
15454,progressive-house,JODA;Robyn Sherwell;Jono Grant
15455,progressive-house,Hardwell;Trevor Guthrie
15456,piano,Garreth Broke
15457,opera,Friedrich von Flotow;Luciano Pavarotti;New Philharmonia Orchestra;Richard Bonynge
15458,pop-film,Meet Bros.;Jubin Nautiyal;Dhvani Bhanushali
15459,pop-film,Harris Jayaraj;Krishh;Benny Dayal;Shruti Haasan
15460,pop-film,Shankar Mahadevan;Aalaap Raju
15461,pop-film,Amit Trivedi;Osman Mir
15462,pop-film,G. V. Prakash;Shubha Mudgal;Nithyasree Mahadevan;Vinitra
15463,pop-film,A.R. Rahman;Srinivas
15464,pop-film,Shankar Mahadevan;Sadhana Sargam
15465,pop-film,C. Sathya
15466,pop-film,A.R. Rahman;Sonu Nigam;Gulzar
15467,brazil,Pedra Leticia
15468,pop-film,Atif Aslam;Alka Yagnik;Pritam
15469,pop-film,Neha Kakkar;Yash Narvekar;Tanishk Bagchi
15470,pop-film,Mukesh;Lata Mangeshkar
15471,pop-film,A.R. Rahman;Asha Bhosle;Udit Narayan;Vaishali Samant
15472,pop-film,Rahat Fateh Ali Khan;Suzanne D'Mello;Mann Taneja
15473,pop-film,Vishal-Shekhar;Shafqat Amanat Ali;Nupur Pant
15474,pop-film,Hariharan;Saindhavi;Vaikom Vijayalakshmi
15475,pop-film,Sahir Ali Bagga;Beena Khan
15476,pop-film,A.R. Rahman;Abhay Jodhpurkar;Harini
15477,pop-film,Udit Narayan;Neha Kakkar;Palak Muchhal;Raja Hasan
15478,brazil,Froid;Nagalli
15479,pop-film,Vishal-Shekhar;Vishal Dadlani;Payal Dev;Kishore Kumar
15480,pop-film,Arko;B Praak
15481,pop-film,Harris Jayaraj;Karthik;Shashaa Tirupati;Vikram
15482,pop-film,Unnikrishnan;Kavita Krishnamurthy
15483,pop-film,Harris Jayaraj;Aalaap Raju;Devan Ekambaram;Ranina Reddy
15484,pop-film,Haricharan;Pawan Ch
15485,party,Darius & Finlay;Rusty
15486,party,Darius & Finlay;Gili Brown
15487,pop-film,Unni Menon;Swarnalatha
15488,pop-film,Karthik;Krishh;Harini
15489,pop-film,Lucky Ali;Ramya
15490,pop-film,Amit Trivedi;Nikhil D'Souza;Neuman Pinto
15491,pop-film,Tulsi Kumar;Darshan Raval;Sachet-Parampara
15492,pop-film,A.R. Rahman;Leon D'souza;Suzanne D'Mello
15493,pop-film,Sooraj Santhosh;Anne Amie
15494,pop-film,Neha Kakkar;Arjun Kanungo
15495,pop-film,A.R. Rahman;Mohit Chauhan
15496,pop-film,Rahat Fateh Ali Khan;Krishna
15497,pop-film,Shankar-Ehsaan-Loy;Sadhana Sargam;Sujata Bhattacharya;Udit Narayan;Sonu Nigam
15498,pop-film,Santhosh Narayanan;Rahul Sipligunj;Kasarla Shyam;Gotte Kanakavva;Gannora Dasa Laxmi;Palamuru Jangireddy;Narsanna (Nalgonda Gaddar)
15499,party,Bierkapitän;Andy Luxx;Dj Aaron;Timster;Ninth
15500,pop-film,G. V. Prakash;Anurag Kulkarni
15501,pop-film,Shreya Ghoshal;Ajay
15502,pop-film,Shreya Ghoshal;Arijit Singh
15503,pop-film,Shaan;Shantanu Moitra
15504,pop-film,Karthik;Prashanthini
15505,party,DJ Ötzi;Xtreme Sound
15506,brazil,Konai
15507,pop-film,Shekhar Ravjiani;Shilpa Rao;Aakanksha Sharma;Ajay Gogavale;Amit Trivedi;Arijit Singh;Arko;Arnab Dutta;Ash King;Dev Negi;Farhan Saeed;Harshdeep Kaur;Neha Kakkar;Palak Muchhal;Shreya Ghoshal;Sunidhi Chauhan;Tony Kakkar;Yasser Desai;Ajay-Atul;Amjad Nadeem;Chirantan Bhat;Harish Sagane;JAM8;Pritam;Rochak Kohli;Shivam;Vishal-Shekhar;Dj Raahul Pai;Atif Aslam;Jyotica Tangri
15508,pop-film,Vishal-Shekhar;Snigdhajit Bhowmik;Ananya Chakraborty
15509,brazil,Eliana Ribeiro;Monsenhor Jonas Abib
15510,pop-film,Asha Bhosle;Vinod Rathod
15511,blues,Reggie P;Toya Brown
15512,pop-film,Achu
15513,pagode,Rodriguinho;Gaab;Mr. Dan;Thiaguinho
15514,pop-film,G. V. Prakash;Dhee
15515,pagode,Ferrugem;Anitta
15516,pop-film,Unni Menon;S. Janaki
15517,pagode,Thiaguinho;Sorriso Maroto
15518,pagode,Ferrugem;Xande De Pilares
15519,pagode,Mr. Dan;Analaga;Péricles
15520,pop-film,Mano;K. S. Chithra
15521,pop-film,Amit Trivedi;Javed Ali;Shreya Ghoshal;Kausar Munir
15522,pop-film,Chinmayi;Gopi Sundar
15523,pagode,Ferrugem;Marcos & Belutti
15524,pop-film,Amaal Mallik;Armaan Malik;Rajesh Roshan
15525,pop-film,Arijit Singh;Sachet-Parampara
15526,pop-film,Abhijeet;Alka Yagnik
15527,pagode,Turma do Pagode;Reinaldo
15528,pop-film,Arijit Singh;Shreya Ghoshal
15529,pop-film,Himesh Reshammiya;Krishna;Ahir
15530,pop-film,Santhosh Narayanan;Dhanush;Meenakshi Elayaraja
15531,pop-film,Ajay Gogavale;Shreya Ghoshal
15532,pop-film,Kishore Kumar;S. D. Burman
15533,pagode,César Menotti & Fabiano;Luan Santana
15534,pop-film,Mukesh;Kanchan;Kalyanji-Anandji
15535,pagode,Grupo Katinguelê
15536,pop-film,Shreya Ghoshal;Rochak Kohli
15537,pop-film,Harris Jayaraj;Clinton;S.P. Charan
15538,pop-film,Asha Bhosle;Mohammed Rafi
15539,brazil,BK;Nave;El Lif Beatz
15540,pop-film,Shankar-Ehsaan-Loy;Shivam Mahadevan;Pratibha Singh Baghel
15541,pop-film,A.R. Rahman;Suresh Peters;Swarnalatha
15542,pop-film,A.R. Rahman;Sunitha Sarathy;Pop Shalini
15543,brazil,Vitor Kley
15544,pop-film,Atif Aslam;Hadiqa Kiani
15545,pop-film,Shankar Mahadevan;Shreya Ghoshal
15546,pop-film,Jatin-Lalit;Alka Yagnik;Babul Supriyo;Prasoon Joshi
15547,pop-film,Shekhar Ravjiani;Caralisa Monteiro
15548,pop-film,Abhijeet;Shreya Ghoshal
15549,pop-film,Harshdeep Kaur;Benny Dayal
15550,pop-film,Shafqat Amanat Ali;Clinton Cerejo
15551,party,Harris & Ford;2 Engel & Charlie
15552,pop-film,Santhosh Narayanan;Dhanush;Dhee
15553,pop-film,Rahat Fateh Ali Khan;Shreya Ghoshal
15554,pop-film,Salman Khan
15555,pop-film,Atif Aslam;Tanishk Bagchi
15556,brazil,Rap Box;Fabio Brazza;Léo Casa 1;Gigante No Mic;Mano Fler;Zeus
15557,party,Andi Kiss
15558,pop-film,Unnikrishnan;Sujatha
15559,pop-film,Jatin-Lalit;Kumar Sanu
15560,pop-film,Vishal-Shekhar;Snigdhajit Bhowmik;Ananya Chakraborty;Manoj Muntashir
15561,pop-film,Atif Aslam;Sunidhi Chauhan;Pritam
15562,pop-film,Diljit Dosanjh;Capo;Ikky;Tory Lanez
15563,pop-film,Diljit Dosanjh;Sukhbir;Dhvani Bhanushali;Dj Chetas;Lijo George
15564,pop-film,Neeti Mohan
15565,party,Kings of Günter;Der Lieblingsidiot
15566,pop-film,Sohail Sen;Rahat Fateh Ali Khan;Irshad Kamil
15567,pop-film,Shankar-Ehsaan-Loy;Rahat Fateh Ali Khan;Shankar Mahadevan;Richa Sharma
15568,party,Kreisligahelden;Thekentyp
15569,pop-film,Armaan Malik;Rochak Kohli;Bappi Lahiri
15570,brazil,Padre Agnaldo José
15571,pop-film,Amit Trivedi;Arijit Singh
15572,pop-film,Vijay;Sunidhi Chauhan
15573,pop-film,Vishal-Shekhar;Sheykhar Ravjiani;Manoj Muntashir
15574,pop-film,Santhosh Narayanan;Pradeep;Priya Hemesh
15575,blues,The Jeff Healey Band
15576,pop-film,Shreya Ghoshal;Osman Mir
15577,pop-film,Tulsi Kumar;Darshan Raval
15578,pop-film,Thaman S;L. R. Eswari;T. Rajendar;Solar Sai
15579,pop-film,Sunidhi Chauhan
15580,pop-film,A.R. Rahman;Sid Sriram;Aaryan Dinesh Kanagaratnam
15581,party,Pazoo;Evil Jared;Schalldicht;Tittikakka
15582,blues,"Bobby ""Blue"" Bland"
15583,pop-film,Diljit Dosanjh;Anne-Marie;Intense
15584,pop-film,Shaarib Toshi;Toshi Sabri
15585,brazil,Major RD;Bagua Records;Gooba
15586,blues,Omar Cunningham
15587,pop-film,Sona Mohapatra;Armaan Malik
15588,party,Nancy Franck;Cowboy KiTa Bill
15589,pop-film,Farhan Akhtar;Hrithik Roshan;Abhay Deol;Maria Del Mar Fernandez
15590,pop-film,Rahat Fateh Ali Khan;Asees Kaur;Tanishk Bagchi
15591,party,DJ Robin;Schürze;le Shuuk
15592,pop-film,Shaan;Kavita Krishnamurthy
15593,pop-film,Ankit Tiwari;Palak Muchhal
15594,party,DJ Robin;Schürze;R3HAB
15595,pop-film,Arijit Singh;Jasleen Royal
15596,pop-film,Thaman S;Sri Krishna;Jonita Gandhi
15597,party,voXXclub;SILVERJAM
15598,brazil,Fabio Brazza;Atentado Napalm
15599,pop-film,Amaal Mallik;Palak Muchhal
15600,pop-film,Anu Malik;Monali Thakur;Varun Grover
15601,pop-film,G. V. Prakash;Dhanush;Aishwarya R Dhanush;Andrea Jeremiah
15602,pop-film,Atif Aslam;Jam8
15603,pop-film,Meet Bros.;Palak Muchhal;Altamash Faridi
15604,blues,Ella Fitzgerald;The Delta Rhythm Boys
15605,pop-film,Bombay Jayashri;Harish Raghavendra;O.S. Arun
15606,blues,Mel Waiters
15607,pop-film,Zubeen Garg
15608,pop-film,Meet Bros.;Arijit Singh
15609,pop-film,Haricharan;Yuvan Shankar Raja
15610,pop-film,Harris Jayaraj;S. P. Balasubrahmanyam
15611,pop-film,Thaman S;Actor Siddharth
15612,blues,Bryce Fox;StayLoose
15613,pop-film,Harris Jayaraj;VV Prassanna;Harish Raghavendra;Devan Ekambaram
15614,pop-film,A.R. Rahman;Jonita Gandhi
15615,pop-film,Ghibran;Sundar Narayana Rao;Malavika Anilkumar
15616,party,Die Draufgänger;Stefan Rauch;DJ Robin
15617,party,Die Draufgänger;Lorenz Büffel
15618,pop-film,Rekha Bhardwaj
15619,pop-film,Arijit Singh;Akull;Riya Duggal
15620,pop-film,Ash King;Shilpa Rao;Shekhar Ravjiani
15621,pop-film,Vishal-Shekhar;Papon;Irshad Kamil
15622,pop-film,KK;Shefali Alvares;Yo Yo Honey Singh;Pritam
15623,pop-film,Arijit Singh;Arko
15624,party,Bierkapitän;Markus Becker;Würzbuam
15625,pop-film,Sunidhi Chauhan;Divya Kumar;Amit Trivedi
15626,pop-film,Sunidhi Chauhan;Vishal Dadlani
15627,brazil,Astúlio Nunes
15628,pop-film,Tulsi Kumar;Arijit Singh
15629,pop-film,Atif Aslam;Sumedha Karmahe
15630,pop-film,Vishal-Shekhar;Vishal Dadlani;Shekhar Ravjiani
15631,party,Mallorca Allstars;Isi Glück;Ikke Hüftgold;Almklausi;Lorenz Büffel;Carolina;Honk!
15632,pop-film,A.R. Rahman;Sid Sriram;Issrath Quadhri
15633,pop-film,Unni Menon;Sujatha
15634,pop-film,Mithoon;Mohit Chauhan;Sukhwinder Singh;Badshah;Megha Sriram Dalton;Anugrah;Sandeep Shrivastava
15635,pop-film,Santhosh Narayanan;Pradeep Kumar;Dhee;Ananthu
15636,pop-film,A.R. Rahman;Rashid Ali;Neeti Mohan
15637,pop-film,A.R. Rahman;Devan Ekambaram;Chinmayi
15638,pop-film,Harris Jayaraj;Hariharan;Shakthisree Gopalan
15639,pop-film,Harish Raghavendra;Srilekha Parthasarathy;Franko
15640,blues,UNSECRET;Young Summer
15641,party,Frenzy;DJ Balineiro
15642,party,Micha von der Rampe;Xtreme Sound
15643,pop-film,Ajay-Atul;Sonu Nigam;Neeti Mohan
15644,pop-film,Tulsi Kumar;KK
15645,pop-film,Sunidhi Chauhan;Anand Raj Anand;DJ Yogii
15646,party,Pazoo;NoooN;Hello Ellie
15647,pop-film,G. V. Prakash;Karthi
15648,pop-film,Shankar Mahadevan;Vipin Patwa;Kumaar
15649,pop-film,Jatin-Lalit;Amit Kumar;Sonu Nigam;Alka Yagnik;Udit Narayan;Kavita Krishnamurthy
15650,party,minnie rock;DJ Robin
15651,party,Pazoo;Schalldicht
15652,pop-film,Shankar-Ehsaan-Loy;Shafqat Amanat Ali
15653,pop-film,Meet Bros.;Aditi Singh Sharma;Natalie Ram;Thomson Andrews;Keshia Braganza;Gwen Dias;Ryan Dias
15654,pop-film,Shankar-Ehsaan-Loy;Siddharth Mahadevan
15655,pop-film,Vishal-Shekhar;Shaan;Gayatri Iyer;Jaideep Sahni
15656,party,Nancy Franck
15657,pop-film,Mithoon;Atif Aslam;Armaan Malik;Arijit Singh;Amaal Mallik;Salman Khan;Mohit Chauhan;Yo Yo Honey Singh;Ankit Tiwari;Sonu Nigam;Neeti Mohan;Sabri Brothers;Tulsi Kumar;Rashmi Virag;Dj Chetas
15658,pagode,Thiago Martins;Chrigor
15659,pagode,Grupo Caso a Parte
15660,pop-film,A.R. Rahman;Shreya Ghoshal;Mohit Chauhan;Gulzar
15661,pop-film,Achu;Hemachandra Vedala
15662,pop-film,Neeraj Shridhar;Sunidhi Chauhan
15663,pagode,Turma do Pagode;Gaab;Rodriguinho;Mr. Dan
15664,pop-film,Lata Mangeshkar;Gulzar;R. D. Burman
15665,pagode,Sorriso Maroto;Jammil E Uma Noites
15666,pop-film,Vishal-Shekhar;Shreya Ghoshal;Udit Narayan;Vishal Dadlani;Shekhar Ravjiani
15667,pagode,Salgadinho;Vou pro Sereno
15668,pop-film,Armaan Malik;Shraddha Kapoor
15669,pop-film,G. V. Prakash;Naresh Iyer;Shreya Ghoshal;Haricharan
15670,pagode,Salgadinho;Vitinho
15671,pagode,BG
15672,pop-film,Sathyaprakash;Shakthisree Gopalan
15673,pop-film,Pushpavanam Kuppusamy;Swarnalatha
